movie_name,Inflation_Success_Failure_Domestic,boxofficemojo_Success_Failure_Domestic,production_year,production_budget,production_budget_adjusted,domestic_box_office,inflation_domestic_adjusted,boxofficemojo_domestic_adjusted,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,popularity,production_companies,production_countries,vote_average,vote_count,actor1_name,actor1_gender,actor2_name,actor2_gender,actor3_name,actor3_gender,actor4_name,actor4_gender,actor5_name,actor5_gender,actor_number,director_name,director_gender,director_number,producer_name,producer_number,screeplay_name,editor_name
The Mummy: Tomb of the Dragon Emperor,0,0,2008,175000000,190168783,102491776,117660559,140358967,303268449,PG-13,Fantasy,Remake,Live Action,Adventure,1,111,4.607217,Universal Pictures,Germany,5.2,1264,Brendan Fraser,2,Jet Li,2,John Hannah,2,Maria Bello,1,Luke Ford,2,15,Rob Cohen,2,1,Stephen Sommers,2,Miles Millar,none
The Incredible Hulk,0,0,2008,137500000,157451423,134806913,154758336,184613437,130766946,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0,112,6.517389,Universal Pictures,United States of America,6.1,2775,Edward Norton,2,Liv Tyler,1,Tim Roth,2,William Hurt,2,Tim Blake Nelson,2,68,Louis Leterrier,2,1,Kevin Feige,2,Zak Penn,Rick Shaine
Iron Man,0,0,2008,186000000,233153411,318604126,365757537,436317406,266567421,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,126,11.049245,Marvel Studios,United States of America,7.4,8188,Robert Downey Jr.,2,Terrence Howard,2,Jeff Bridges,2,Shaun Toub,2,Gwyneth Paltrow,1,87,Jon Favreau,2,1,Avi Arad,2,Art Marcum,Dan Lebental
Terminator Salvation,0,0,2009,200000000,213785472,125322469,139107941,149885673,240169323,PG-13,Science Fiction,Original Screenplay,Live Action,Action,1,116,7.889062,Columbia Pictures,Germany,5.9,2312,Christian Bale,2,Sam Worthington,2,Anton Yelchin,2,Moon Bloodgood,1,Bryce Dallas Howard,1,15,McG,2,1,Derek Anderson,4,none,Conrad Buff IV
The Mummy,0,0,2017,195000000,195000000,80101125,80101125,80101125,330232201,PG-13,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,107,6.524908,Universal Pictures,United States of America,6.5,2480,Brendan Fraser,2,Rachel Weisz,1,John Hannah,2,Arnold Vosloo,2,Kevin J. O'Connor,2,25,Stephen Sommers,2,1,Patricia Carr,4,Stephen Sommers,Bob Ducsay
Poltergeist,0,0,2014,35000000,36422754,47425125,48847879,52068956,48400000,PG-13,Fantasy,Remake,Live Action,Horror,0,93,1.998271,SLM Production Group,United States of America,7,741,Craig T. Nelson,2,JoBeth Williams,1,Beatrice Straight,1,Heather O'Rourke,1,Dominique Dunne,0,16,Steven Spielberg,2,2,Steven Spielberg,2,Steven Spielberg,Michael Kahn
The Birth of a Nation,0,0,2016,10000000,10206200,15861566,16067766,16448352,986313,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,118,0.360068,Epoch Film Co.,United States of America,6.3,91,Lillian Gish,1,Mae Marsh,1,Henry B. Walthall,2,Miriam Cooper,1,Mary Alden,0,17,D.W. Griffith,2,1,D.W. Griffith,1,Frank E. Woods,Joseph Henabery
Ghostbusters,0,0,2016,144000000,145668557,128350574,130019131,133098803,100683476,PG-13,Science Fiction,Remake,Live Action,Comedy,1,117,3.862626,Columbia Pictures Corporation,United States of America,7.3,2193,Bill Murray,2,Dan Aykroyd,2,Sigourney Weaver,1,Harold Ramis,2,Rick Moranis,2,50,Ivan Reitman,2,1,Ivan Reitman,3,Dan Aykroyd,David E. Blewitt
Ben-Hur,0,0,2016,95000000,95343336,26410477,26753813,27387512,62314623,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,123,3.830598,Metro-Goldwyn-Mayer (MGM),United States of America,7.4,590,Charlton Heston,2,Jack Hawkins,2,Haya Harareet,1,Stephen Boyd,2,Hugh Griffith,0,57,William Wyler,2,1,William Wyler,2,Karl Tunberg,John D. Dunning
The Karate Kid,1,1,2009,40000000,59425078,176591618,196016696,211203575,175183320,PG,Contemporary Fiction,Remake,Live Action,Adventure,0,140,2.542489,Columbia Pictures Corporation,United States of America,6.9,822,Ralph Macchio,2,Pat Morita,2,William Zabka,2,Martin Kove,2,Chad McQueen,2,10,John G. Avildsen,2,1,Jerry Weintraub,1,Robert Mark Kamen,John G. Avildsen
X-Men Origins: Wolverine,0,0,2009,150000000,169787147,179883157,199670304,215140256,194942603,PG-13,Super Hero,Spin-Off,Live Action,Action,0,107,0.472442,Ingenious Film Partners,United States of America,6.2,3760,Hugh Jackman,2,Liev Schreiber,2,Danny Huston,2,Lynn Collins,1,Ryan Reynolds,2,63,Gavin Hood,2,1,Hugh Jackman,3,David Benioff,none
Harry Potter and the Half-Blood Prince,0,0,2009,250000000,283215512,301959197,335174709,361143200,633124489,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,153,8.38248,Warner Bros.,United Kingdom,7.4,4772,Daniel Radcliffe,2,Rupert Grint,2,Emma Watson,1,Tom Felton,2,Michael Gambon,2,49,David Yates,2,1,David Heyman,3,Steve Kloves,Mark Day
Straw Dogs,0,0,2010,25000000,26176986,10324441,11501427,11737672,929380,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,110,1.319442,ABC Pictures,United Kingdom,7.2,208,Dustin Hoffman,2,Susan George,1,Peter Vaughan,2,T. P. McKenna,2,Del Henney,2,15,Sam Peckinpah,0,1,Daniel Melnick,1,David Zelag Goodman,Paul Davies
Red Dawn,0,0,2010,65000000,70107973,44806783,49914756,50940031,3357367,PG-13,Contemporary Fiction,Remake,Live Action,Action,0,93,2.533207,United Artists,United States of America,6.4,203,Patrick Swayze,2,C. Thomas Howell,2,Lea Thompson,1,Darren Dalton,2,Charlie Sheen,2,18,John Milius,2,1,Buzz Feitshans,2,John Milius,Thom Noble
Dangerous Liaisons,0,0,2012,24200000,24201122,17000,18122,19157,10430579,Not Rated,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110,1.666792,Lorimar Film Entertainment,United Kingdom,7,233,Glenn Close,1,John Malkovich,2,Michelle Pfeiffer,1,Swoosie Kurtz,1,Keanu Reeves,2,14,Stephen Frears,0,1,Norma Heyman,2,Choderlos de Laclos,Philippe Rousselot
Total Recall,0,0,2012,125000000,128885946,58877969,62763915,66348666,152978119,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,117,4.146795,TriStar Pictures,United States of America,7,1599,Arnold Schwarzenegger,2,Sharon Stone,1,Rachel Ticotin,1,Ronny Cox,2,Michael Ironside,2,21,Paul Verhoeven,2,1,Ronald Shusett,2,Dan O'Bannon,Frank J. Urioste
Footloose,0,0,2010,24000000,29905513,51802742,57708255,58893612,11187092,PG-13,Contemporary Fiction,Remake,Live Action,Musical,0,113,2.566938,Paramount Pictures,United States of America,6.3,467,Kevin Bacon,2,John Lithgow,2,Dianne Wiest,1,Chris Penn,2,Lori Singer,1,13,Herbert Ross,0,1,Lewis J. Rachmil,2,Dean Pitchford,Paul Hirsch
Godzilla,0,0,2014,160000000,166020282,200676069,206696351,220326112,328400000,PG-13,Science Fiction,Remake,Live Action,Action,0,123,2.578071,TriStar Pictures,United States of America,5.3,962,Matthew Broderick,2,Jean Reno,2,Maria Pitillo,1,Hank Azaria,2,Kevin Dunn,0,78,Roland Emmerich,2,1,Dean Devlin,1,Roland Emmerich,Peter Amundson
The Magnificent Seven,0,0,2016,90000000,91214625,93432655,94647280,96889123,66335135,PG-13,Historical Fiction,Remake,Live Action,Western,0,128,2.885593,The Mirisch Corporation,United States of America,7.4,417,Yul Brynner,2,Eli Wallach,2,Steve McQueen,2,Charles Bronson,2,Robert Vaughn,2,30,John Sturges,2,1,John Sturges,1,Walter Bernstein,Ferris Webster
The Thing,0,0,2011,38000000,39659010,16928670,18587680,19148823,10573144,R,Fantasy,Remake,Live Action,Horror,1,102,5.691699,Universal Pictures,United States of America,7.8,1455,Kurt Russell,2,Keith David,2,Wilford Brimley,2,Donald Moffat,2,Richard Dysart,2,12,John Carpenter,2,1,David Foster,2,Bill Lancaster,Todd C. Ramsay
Point Break,0,0,2015,100000000,100402955,28782481,29185436,30626199,99349090,PG-13,Contemporary Fiction,Remake,Live Action,Action,0,113,2.278413,20th Century Fox,United States of America,6.9,769,Patrick Swayze,2,Keanu Reeves,2,Gary Busey,2,Lori Petty,1,John C. McGinley,2,35,Kathryn Bigelow,1,1,Peter Abrams,3,W. Peter Iliff,Bert Lovitt
Captain America: The First Avenger,0,0,2011,140000000,157312141,176654505,193966646,199822309,193915271,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,124,5.214703,Marvel Studios,United States of America,6.6,6580,Chris Evans,2,Hugo Weaving,2,Tommy Lee Jones,2,Hayley Atwell,1,Sebastian Stan,2,56,Joe Johnston,2,1,Kevin Feige,5,Christopher Markus,Robert Dalva
Pirates of the Caribbean: On Stranger Tides,0,0,2011,410600000,434224260,241063875,264688135,272678809,804600000,PG-13,Fantasy,Based on Theme Park Ride,Live Action,Adventure,1,136,10.653516,Walt Disney Pictures,United States of America,6.4,4551,Johnny Depp,2,PenÃ©lope Cruz,1,Ian McShane,2,Kevin McNally,2,Geoffrey Rush,2,35,Rob Marshall,2,1,Jerry Bruckheimer,1,Ted Elliott,Wyatt Smith
Teenage Mutant Ninja Turtles,0,0,2014,125000000,130736143,191204754,196940897,209927374,293800000,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0,101,3.079927,New Line Cinema,Hong Kong,6.4,449,Judith Hoag,1,Elias Koteas,2,Josh Pais,2,Brian Tochi,2,Leif Tilden,2,17,Steve Barron,2,1,Simon Fields,3,Todd W. Langen,Sally Menke
Flatliners,0,0,2017,20000000,20000000,16877430,16877430,16877430,28192226,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,1,110,1.469653,Columbia Pictures Corporation,United States of America,6.2,374,Kiefer Sutherland,2,Julia Roberts,1,Kevin Bacon,2,William Baldwin,2,Oliver Platt,2,19,Joel Schumacher,2,1,Michael Douglas,2,none,Robert Brown
The Amazing Spider-Man,0,0,2012,220000000,237294024,262030663,279324687,295278272,495859604,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,1,136,7.745183,Columbia Pictures,United States of America,6.4,6172,Andrew Garfield,2,Emma Stone,1,Rhys Ifans,2,Denis Leary,2,Campbell Scott,2,57,Marc Webb,2,1,Laura Ziskin,3,James Vanderbilt,Alan Edward Bell
No Good Deed,1,1,2013,13200000,15564463,52543632,54908095,57972494,1779578,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,84,1.568117,Remstar Productions,United States of America,5.2,55,Samuel L. Jackson,2,Milla Jovovich,1,Stellan SkarsgÃ¥rd,2,Doug Hutchison,2,Joss Ackland,2,14,Bob Rafelson,2,1,Barry M. Berg,5,Christopher Canaan,none
Unforgettable,0,0,2016,12000000,12147784,11368012,11515796,11788563,4300000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114,0.830054,Metro-Goldwyn-Mayer (MGM),United States of America,5.3,21,Ray Liotta,2,Linda Fiorentino,1,Peter Coyote,2,Christopher McDonald,2,David Paymer,2,9,John Dahl,2,1,Dino De Laurentiis,2,Bill Geddie,Eric L. Beason
Inkheart,0,0,2009,60000000,61903377,17303424,19206801,20694895,49352514,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,106,2.577226,New Line Cinema,Germany,5.9,534,Brendan Fraser,2,Sienna Guillory,1,Andy Serkis,2,Eliza Bennett,1,Paul Bettany,2,20,Iain Softley,2,1,Cornelia Funke,3,David Lindsay-Abaire,Martin Walsh
Beowulf,0,0,2007,150000000,164548553,82195215,96743768,107164401,112800000,PG-13,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,115,3.446492,Paramount Pictures,United States of America,5.5,781,Ray Winstone,2,Angelina Jolie,1,Anthony Hopkins,2,Robin Wright,1,John Malkovich,2,30,Robert Zemeckis,2,1,Jack Rapke,6,Roger Avary,Jeremiah O'Driscoll
In the Name of the King: A Dungeon Siege Tale,0,0,2008,60000000,60706797,4775656,5482453,6540097,8457564,PG-13,Fantasy,Based on Game,Live Action,Action,0,127,1.378331,Boll Kino Beteiligungs GmbH & Co. KG,Canada,4,207,Jason Statham,2,John Rhys-Davies,2,Ray Liotta,2,Leelee Sobieski,1,Burt Reynolds,2,19,Uwe Boll,2,1,Brandon Baker,6,Doug Taylor,Paul Klassen
Reign Over Me,0,0,2007,20000000,23480172,19661987,23142159,25634887,420000,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,124,2.258021,Columbia Pictures,United States of America,7.1,307,Adam Sandler,2,Don Cheadle,2,Jada Pinkett Smith,1,Liv Tyler,1,Saffron Burrows,0,31,Mike Binder,2,1,Jack Binder,2,Mike Binder,Steve Edwards
The Chronicles of Narnia: Prince Caspian,0,0,2008,225000000,245959981,141621490,162581471,193945766,275719798,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,144,4.826058,Walt Disney,Czech Republic,6.3,1461,Ben Barnes,2,William Moseley,2,Anna Popplewell,1,Skandar Keynes,2,Georgie Henley,1,21,Andrew Adamson,2,1,Andrew Adamson,3,Andrew Adamson,Sim Evan-Jones
The Bourne Ultimatum,0,0,2007,130000000,170262379,227471070,267733449,296572020,214690492,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,113,4.254787,Universal Pictures,Germany,7.3,2747,Matt Damon,2,Julia Stiles,1,David Strathairn,2,Scott Glenn,2,Paddy Considine,2,46,Paul Greengrass,2,1,Frank Marshall,4,George Nolfi,Christopher Rouse
Evan Almighty,0,0,2007,175000000,192751275,100289690,118040965,130755599,73841639,PG,Fantasy,Original Screenplay,Live Action,Comedy,1,96,2.123012,Columbia Pictures,United States of America,5.3,1052,Steve Carell,2,Lauren Graham,1,John Goodman,2,Jimmy Bennett,2,John Michael Higgins,2,17,Tom Shadyac,2,1,Tom Shadyac,5,Steve Oedekerk,Scott Hill
The Three Musketeers,0,0,2011,90000000,91997035,20377913,22374948,23050426,119500000,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,102,1.293504,Film Trust S.A.,United States of America,6.9,66,Michael York,2,Oliver Reed,2,Richard Chamberlain,2,Frank Finlay,2,Faye Dunaway,1,22,Richard Lester,0,1,Alexander Salkind,1,George MacDonald Fraser,John Victor-Smith
License to Wed,0,0,2007,35000000,42752568,43799818,51552386,57105286,26387270,PG,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,91,1.457753,Village Roadshow Pictures,Australia,5.2,234,Robin Williams,2,Mandy Moore,1,John Krasinski,2,Eric Christian Olsen,2,Christine Taylor,1,13,Ken Kwapis,0,1,Mike Medavoy,4,Kim Barker,Kathryn Himoff
Hairspray,0,0,2007,75000000,96040317,118871849,139912166,154982629,84163723,PG,Historical Fiction,Remake,Live Action,Musical,0,115,3.314905,New Line Cinema,United Kingdom,6.5,634,John Travolta,2,Michelle Pfeiffer,1,Christopher Walken,2,James Marsden,2,Queen Latifah,1,152,Adam Shankman,2,1,Daniel Silverberg,1,Leslie Dixon,none
Becoming Jane,0,0,2007,16500000,19803512,18663911,21967423,24333617,20716965,PG,Dramatization,Based on Real Life Events,Live Action,Romantic Comedy,0,120,2.332689,Ecosse Films,United Kingdom,7,288,Anne Hathaway,1,James McAvoy,2,Julie Walters,1,James Cromwell,2,Maggie Smith,1,18,Julian Jarrold,2,1,Graham Broadbent,3,Kevin Hood,none
1408,1,1,2007,22500000,35241456,71985628,84727084,93853355,59277742,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0,104,1.996615,The Weinstein Company,United States of America,6.5,1238,John Cusack,2,Samuel L. Jackson,2,none,0,Mary McCormack,1,Jasmine Jessica Anthony,1,40,Mikael HÃ¥fstrÃ¶m,0,1,Lorenzo di Bonaventura,1,Scott Alexander,Peter Boyle
Basic Instinct 2,0,0,2006,70000000,71242742,5946136,7188878,8143029,29471026,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,1,114,3.289428,Intermedia Films,Germany,4.6,168,Sharon Stone,1,David Morrissey,2,Charlotte Rampling,1,David Thewlis,2,Stan Collymore,2,37,Michael Caton-Jones,2,1,none,0,none,IstvÃ¡n KirÃ¡ly
Bangkok Dangerous,0,0,2008,45000000,47264124,15298133,17562257,20950268,31300000,R,Contemporary Fiction,Remake,Live Action,Action,0,100,0.834717,Film Bangkok,Thailand,6.3,14,none,0,Premsinee Ratanasopha,1,Patharawarin Timkul,1,Pisek Intrakanchit,2,Korkiate Limpapat,2,6,Oxide Pang Chun,2,2,SirLaosson Dara,2,none,Danny Pang
Victor Frankenstein,0,0,2014,40000000,40173252,5775076,5948328,6340567,27400000,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,110,0.000315,none,Ireland,5,1,Leon Vitali,2,Per Oscarsson,2,Nicholas Clay,0,Stacy Dorning,0,none,0,10,Calvin Floyd,0,1,Calvin Floyd,1,Calvin Floyd,Susanne Linnman
88 Minutes,0,0,2008,30000000,32505771,16930884,19436655,23186264,16024515,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111,0.976503,TriStar Pictures,United States of America,5.7,289,Al Pacino,2,Alicia Witt,1,Leelee Sobieski,1,Amy Brenneman,1,William Forsythe,2,15,Jon Avnet,2,1,Gary Scott Thompson,6,Gary Scott Thompson,Peter E. Berger
A Scanner Darkly,0,0,2006,20000000,21149838,5501616,6651454,7534274,1903468,R,Science Fiction,Based on Fiction Book/Short Story,Rotoscoping,Thriller/Suspense,0,100,3.031909,Thousand Words,United States of America,6.8,500,Keanu Reeves,2,Winona Ryder,1,Woody Harrelson,2,Robert Downey Jr.,2,Mitch Baker,2,16,Richard Linklater,2,1,Jonah Smith,7,Richard Linklater,Sandra Adair
Fame,0,0,2009,18000000,20470106,22455510,24925616,26856790,57772109,PG,Contemporary Fiction,Remake,Live Action,Musical,0,107,2.177346,Metro-Goldwyn-Mayer (MGM),United States of America,5.9,89,Eddie Barth,2,Irene Cara,1,Lee Curreri,2,Laura Dean,0,Antonia Franceschi,0,13,Alan Parker,2,1,David De Silva,2,Christopher Gore,Gerry Hambling
The Proposal,1,1,2009,40000000,58035383,163958031,181993414,196093805,150751686,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,107,0.644318,Front Street Productions,United States of America,5,2,Jennifer Esposito,1,Nick Moran,2,Stephen Lang,2,William B. Davis,2,Alex Diakun,2,13,Richard Gale,0,1,Mike Curb,3,Maurice Hurley,Pamela Benwick
Changeling,0,0,2008,55000000,60289491,35739802,41029293,48944431,78065778,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,142,2.308945,Imagine Entertainment,United States of America,7.3,1048,Angelina Jolie,1,Jeffrey Donovan,2,John Malkovich,2,Geoff Pierson,2,Amy Ryan,1,74,Clint Eastwood,2,1,Clint Eastwood,4,J. Michael Straczynski,Joel Cox
The Number 23,0,0,2007,32000000,38229191,35193167,41422358,45884115,42400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,95,1.032336,New Line Cinema,Germany,6.3,929,Jim Carrey,2,Virginia Madsen,1,Logan Lerman,2,Danny Huston,2,none,0,17,Joel Schumacher,2,1,Beau Flynn,2,Fernley Phillips,Mark Stevens
No Reservations,0,0,2007,28000000,35630112,43107979,50738091,56203281,48835977,PG,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0,101,0.560773,Village Roadshow Pictures,Australia,6,304,Catherine Zeta-Jones,1,Aaron Eckhart,2,Abigail Breslin,1,Patricia Clarkson,1,Jenny Wade,1,17,Scott Hicks,2,1,Kerry Heysen,2,Carol Fuchs,Pip Karmel
Flags of Our Fathers,0,0,2006,53000000,60022897,33602376,40625273,46017300,30055565,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,132,2.204939,DreamWorks SKG,United States of America,6.7,492,Ryan Phillippe,2,Adam Beach,2,Jesse Bradford,2,John Benjamin Hickey,2,John Slattery,2,28,Clint Eastwood,2,1,Steven Spielberg,3,Paul Haggis,Joel Cox
Things We Lost in the Fire,0,0,2007,16000000,16581855,3287315,3869170,4285932,4832833,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,119,1.347681,DreamWorks SKG,United States of America,6.7,83,Halle Berry,1,Benicio del Toro,2,David Duchovny,2,Alison Lohman,1,Sarah Dubrovsky,0,10,Susanne Bier,1,1,Sam Mendes,3,Allan Loeb,Pernille Bech Christensen
Revolutionary Road,0,0,2008,45000000,48390899,22911480,26302379,31376485,56653480,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,129,1.56817,DreamWorks SKG,United Kingdom,6.7,734,Leonardo DiCaprio,2,Kate Winslet,1,Michael Shannon,2,Kathryn Hahn,1,David Harbour,2,19,Sam Mendes,2,1,Bobby Cohen,3,Justin Haythe,Tariq Anwar
Murder on the Orient Express,0,0,2017,55000000,55000000,102365263,102365263,102365263,247946947,PG-13,Historical Fiction,Remake,Live Action,Drama,0,114,2.70783,Paramount Pictures,United Kingdom,6.9,209,Albert Finney,0,Lauren Bacall,1,Martin Balsam,2,Ingrid Bergman,1,Jacqueline Bisset,1,20,Sidney Lumet,0,1,John Brabourne,2,Paul Dehn,Anne V. Coates
Atonement,0,0,2007,30000000,39023488,50980159,60003647,66466864,78799569,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,123,2.189722,Universal Pictures,United Kingdom,7.4,963,Keira Knightley,1,James McAvoy,2,Romola Garai,0,Saoirse Ronan,1,Brenda Blethyn,1,47,Joe Wright,2,1,Tim Bevan,2,Christopher Hampton,Paul Tothill
The Kingdom,0,0,2007,72500000,80901703,47467250,55868953,61886807,39042352,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,111,3.046201,Universal Pictures,Germany,6.5,478,Jamie Foxx,2,Jennifer Garner,1,Chris Cooper,2,Jason Bateman,2,Ali Suliman,2,19,Peter Berg,2,1,Michael Mann,5,Matthew Michael Carnahan,Kevin Stitt
